DK_JS,DK_SS,DK_NAME,DK_BRIEF_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON,PLAN_YN,IO_GUBUN
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2014년 5월 핸드볼팀 훈련,20140519,20140531,13,10000,419,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2013 비스트 뷰티풀 쇼,20130716,20130721,6,20000,17655,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,로보카 폴리,20130624,20130826,64,0,55573,,내부
1,17,올림픽컨벤션센터,컨벤션센터,대중공연,뮤지컬 백설공주를 사랑한난장이 K-아트홀 연습실 사용,20131101,20131109,9,0,0,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,8월 핸드볼팀 훈련,20120801,20120820,18,1550,760,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,슈퍼스타K5 TOP12 CONCERT+DJ DOC 콘서트,20131226,20140101,7,12500,0,,내부
1,9,올림픽홀,올림픽홀,대중공연,부활 라이브 투어 콘서트,20131002,20131003,2,4000,2880,,내부
1,9,올림픽홀,올림픽홀,대중공연,2012 핑크 플레이 콘서트,20120806,20120808,3,2500,3000,,내부
1,23,한얼광장,한얼광장,공공행사,제3회 대한민국 나눔대축제,20121004,20121008,5,15000,15000,,외부
1,17,올림픽컨벤션센터,컨벤션센터,대중공연,홍대광콘서트 ,20140613,20140615,3,500,847,,내부
1,17,올림픽컨벤션센터,컨벤션센터,대중공연,김진호콘서트 ,20140516,20140518,3,760,789,,내부
1,9,올림픽홀,올림픽홀,대중공연,2014 이민우 M 콘서트,20140521,20140525,5,4500,0,,내부
1,7,우리금융아트홀,제3체육관,대중공연,뮤지컬 투란도트,20120614,20120618,5,20,20,,내부
1,15,벨로드롬,벨로드롬,체육행사,경륜선수 적응훈련,20120806,20120828,6,101,101,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,부르노 마스 내한공연,20140405,20140408,4,10000,13622,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,아시아태평양농아인경기대회(풋살),20120529,20120531,3,400,400,,내부
1,9,올림픽홀,올림픽홀,대중공연,데이빗 가렛 내한공연,20140617,20140618,2,4000,2153,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,IPDSC 프로패셔널 댄스스포츠 선수권대회,20121109,20121111,3,5000,900,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,국가대표와 함께하는 사랑의 김장담그기 행사,20121112,20121113,2,780,800,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,팔도 세대공감 콘서트,20140808,20140810,3,1500,1840,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,12월 핸드볼팀 훈련,20121201,20121231,17,1550,0,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2014년 7월핸드볼팀 훈련,20140701,20140730,0,0,335,,내부
1,33,88호수수변무대,88호수,문화예술행사,"디아티스트 콘서트(가을방학,바우터하멜)",20130926,20130928,3,1753,1753,,외부
1,27,피크닉광장,피크닉광장,,사랑 어린이집 가족운동회,20121020,20121020,1,300,300,,외부
1,9,올림픽홀,올림픽홀,,뮤즈라이브_우종민의 노래이야기,20131115,20131115,1,0,214,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2014 코리아오픈 배드민턴 슈퍼시리즈대회,20140105,20140112,8,10000,13294,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,삼성크리에티브 유스 멤버쉽 방학캠프,20140108,20140115,6,25,25,N,내부
1,9,올림픽홀,올림픽홀,대중공연,제프 백 내한공연,20140426,20140427,2,3000,2200,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2014년 3월 핸드볼팀 훈련 등 ,20140303,20140331,17,800,541,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,뮤즈라이브_제2회 바이툴밴드 정기공연,20130830,20130830,1,200,200,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2014 SK텔레콤배 국제그랑프리 펜싱대회,20140423,20140428,6,2000,950,,내부
1,3,KSPO DOME(체조경기장),제1체육관,공공행사,제6회 전국동시지방선거 개표,20140531,20140605,6,1000,1000,,내부
1,33,88호수수변무대,88호수,공공행사,Fun & Run Health Camp,20151011,20151011,1,150,150,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2012 이승기 희망콘서트,20121128,20121203,6,20000,15022,,내부
1,9,올림픽홀,올림픽홀,대중공연,웅진코웨이 콘서트,20121128,20121129,2,3000,1700,,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제 16회 송파구청장배 태권도대회,20131006,20131006,1,1000,2000,,내부
1,3,KSPO DOME(체조경기장),제1체육관,대중공연,힐송유나이티드 내한공연,20140607,20140609,3,10000,5892,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼팀 5월 훈련,20120501,20120531,26,1040,1040,,내부
1,15,벨로드롬,벨로드롬,체육행사,대한사이클 선수단 적응훈련,20120502,20120531,15,553,553,,내부
1,19,평화의광장,평화의광장,공공행사,제41회 보건의 날 기념 2013 건강보험 건강걷기대회,20130405,20130406,2,3000,3000,,외부
1,7,우리금융아트홀,제3체육관,문화예술행사,기획대관 로보카 폴리(8월분 2차),20120801,20120826,0,0,0,,내부
1,15,벨로드롬,벨로드롬,체육행사,대한사이클선수단 적응훈련,20120905,20120927,9,238,238,,내부
1,13,올림픽수영장,수영장,체육행사,K-water 사장배 전국 마스터즈 수영대회,20120818,20120819,2,3000,3000,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2012 사랑나눔콘서트,20121108,20121111,4,9000,4500,,내부
1,19,평화의광장,평화의광장,공공행사,WHO 안전도시 재공인 선포식,20130521,20130522,2,500,500,,외부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,10월 핸드볼팀 훈련,20121002,20121028,10,1550,500,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,디즈니 온 아이스쇼,20130114,20130121,8,24000,0,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,이장희. 최백호의 '추억공감'콘서트,20141017,20141018,2,3000,0,,내부
1,17,올림픽컨벤션센터,컨벤션센터,대중공연,일꾼들의회동,20141031,20141031,1,400,370,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,콘서트 '디 아티스트',20141111,20141115,5,6000,0,,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제16회 송파구청장배 태권도 경연대회,20141011,20141012,2,1000,2000,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,"힙합페스티발 ""The crazy Korea""",20140828,20140831,4,9600,2302,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,메이커스 가을산책,20141108,20141109,2,1600,1704,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제11회 회장배 전국 댄스스포츠 선수권대회,20141108,20141109,2,2000,,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,2014 하동균 콘서트,20141121,20141122,2,800,1023,,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,왕십리밴드 정기연주회,20141101,20141101,1,150,,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2014 바이브 연말 콘서트,20141216,20141220,5,7200,5721,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2014 서태지 콘서트,20141226,20150101,7,24000,9222,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,신디로퍼 첫 내한공연,20141218,20141218,1,4500,,,내부
1,9,올림픽홀,올림픽홀,대중공연,김현중 단독 콘서트 'The Final',20150425,20150426,2,3100,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,샤이니 4번째 단독 콘서트,20150511,20150512,9,24000,24369,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,우리동네 예체능 촬영,20150318,20150318,1,0,,,내부
1,9,올림픽홀,올림픽홀,대중공연,이은미 콘서트 - 서울공연,20150514,20150516,3,3000,,,내부
1,9,올림픽홀,올림픽홀,대중공연,이은미콘서트 2015 전국투어 - 서울공연,20150514,20150516,3,3000,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,집기비품사용(BMK 및 포맨 콘서트),20150110,20150110,1,0,,,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,씽씽마치 애니콘서트 &apos;레인보우&apos;,20150226,20150226,1,200,150,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Omnibus Tour(옴니버스 투어 공연),20150923,20150927,5,10000,0,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,WINNER 팬미팅 ,20150129,20150201,4,8500,8738,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Audi Live 2015 퍼렐 윌리엄스(Pharrell Williams) 내한공연,20150810,20150815,6,14000,9200,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,에이핑크(Apink) 1st콘서트,20150127,20150201,6,5000,6404,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,광복70주년기념 국민대합창 ‘萬唱萬歲(만창만세)’,20150812,20150815,4,10500,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Mnet 슈퍼스타K7 서울 2차 지역예선,20150704,20150705,2,4000,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2015 Live 뮤즈(Muse) 내한공연,20150928,20151001,4,10000,10934,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2015 WIN(아이콘) 콘서트,20151001,20151004,4,13000,11742,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,텍켄파이터즈 결승전,20150910,20150911,2,5000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,R16 2015 도시문화축제,20150902,20150906,5,4000,,N,내부
1,19,평화의광장,평화의광장,공공행사,"지구를 위한 한걸음,한마음 걷기대회",20130419,20130420,2,2000,2000,,외부
1,9,올림픽홀,올림픽홀,순수예술공연,별이 빛나는 밤에,20160504,20160515,12,5500,4777,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 쎄시봉친구들 콘서트,20160501,20160501,1,2500,2210,N,내부
1,33,88호수수변무대,88호수,문화예술행사,2016 서울신록사진촬영대회,20160521,20160521,1,500,500,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,그래미어워드 노미네이트된 영국 일렉트로닉 뮤지션 DISCLOSURE 의 첫 내한,20160429,20160430,2,3300,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,소녀시대 태연 솔로 콘서트,20160706,20160710,5,2200,5400,N,내부
1,9,올림픽홀,올림픽홀,대중공연,SBS두시탈출 컬투쇼 10주년 기념 콘서트<더기부>,20160414,20160415,2,25000,1850,N,내부
1,19,평화의광장,평화의광장,공공행사,나트륨 줄이기 행사(삼삼한 건강 한마당),20160428,20160430,3,3000,2000,N,외부
1,9,올림픽홀,올림픽홀,대중공연,Jose Feliciano 내한 콘서트,20160715,20160717,3,3154,4480,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 트와이스(TWICE) 첫 단독 콘서트,20161019,20161024,6,7000,,N,내부
1,10,뮤즈라이브,뮤즈라이브,대중공연,Have A Nice Day #2 (약자 H.AN.D #2),20160226,20160227,2,3500,270,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,레코드팜 3th 콘서트,20151220,20151220,1,237,174,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,그랜드민트 페스티벌 5,20151015,20151018,4,15000,800,Y,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,WAVE 콘서트,20160415,20160416,2,15000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,에이셉라키 라이브 인 서울 (A$AP ROCKY LIVE IN SEOUL),20160310,20160313,4,5500,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,박인희 송창식 콘서트,20160428,20160430,2,2200,2760,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,문화예술행사,방탄소년단 콘서트,20151123,20151130,8,9000,12451,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,잠실중앙교회 일반 가족친선 체육대회,20160606,20160606,1,500,,N,내부
1,19,평화의광장,평화의광장,공공행사,제1회 아동청소년 놀자 문화페스티벌,20160520,20160521,2,800,1000,N,외부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2016 협회장배 전국킥복싱대회,20160227,20160227,1,600,,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,이영란의 새로운 감성놀이터 나무야나무야,20160301,20160831,184,22188,,Y,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,박진영 나쁜파티 콘서트,20151221,20151228,8,12800,9647,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 마마무 첫번째 콘서트,20160810,20160814,5,5000,6215,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,ATP 챔피언스 투어 2016,20161108,20161114,7,5000,2534,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,송파구연합회장기 생활체육배드민턴대회,20160910,20160910,1,0,700,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤지컬 터닝메카드,20160104,20160229,57,58727,58727,Y,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 하카세타로 내한공연,20161017,20161018,2,2800,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,KB국민콘서트,20160706,20160710,5,8000,6000,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2016 비스트 콘서트 뷰티풀쇼,20160816,20160822,7,10000,18699,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,난치병 환아 돕기 이종격투기 자선 대회,20161007,20161009,3,4000,1500,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,에이-스타 드림콘박 ( 콘서트),20160804,20160807,4,20000,,N,내부
1,33,88호수수변무대,88호수,문화예술행사,제10회 서울재즈페스티벌(Seoul Jazz Festival) 2016,20160525,20160530,6,35000,2000,N,외부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2016년 5월 핸드볼팀 훈련,20160501,20160531,23,840,466,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,소상공인 기능경진대회 및 제2회 전국메이크업경진대회,20161030,20161031,2,1300,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,젝스키스 2016 콘서트(가제),20160905,20160912,8,17000,20457,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,티브로드 어린이 바둑대회,20160911,20160911,1,600,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2015 박유천 팬미팅,20150528,20150530,3,0,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,인피니트 '김성규' 쇼케이스,20150511,20150511,1,200,320,N,내부
1,37,기타,기타,공공행사,2015년 가정의 달 기념행사,20150509,20150509,1,200,200,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2015 홍광호 & Friends 연말콘서트,20151227,20160101,6,36000,,N,내부
1,33,88호수수변무대,88호수,문화예술행사,제9회 서울재즈페스티벌 2015,20150520,20150526,7,0,2000,Y,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,오상진 팬미팅,20150627,20150627,1,237,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,ILLIONAIRE TOUR 2015 (가제),20150816,20150816,1,3500,,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,<기획> 가루야가루야 (추가매출분 정산-6차),20140601,20150506,,,,Y,내부
1,21,88잔디마당,88잔디마당,문화예술행사,2015 스칸디나비안 페스티벌,20150617,20150622,6,1000,,N,외부
1,19,평화의광장,평화의광장,문화예술행사,2015 동물보호문화축제,20150530,20150531,2,5000,3500,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,제1회 미리내 나눔 배드민턴대회 (기업 및 단체 동호회 대항),20150731,20150802,3,6000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,출산장려 프로젝트-19禁 콘서트,20150712,20150905,56,3400,,,내부
1,9,올림픽홀,올림픽홀,대중공연,SGC콘서트,20150410,20150412,3,3000,4730,N,내부
1,9,올림픽홀,올림픽홀,대중공연,송파구 한성백제 대표 창작뮤지컬 &amp;amp;apos;백제의 서&amp;amp;apos;,20151116,20151129,14,26000,,,내부
1,9,올림픽홀,올림픽홀,대중공연,송파구 한성백제 대표 창작 뮤지컬_백제의 서,20150927,20151130,65,50000,,N,내부
1,19,평화의광장,평화의광장,공공행사,2015년 학교 흡연예방 교육사업 <가족동행 걷기대회>,20151030,20151030,1,1000,1000,N,외부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤지컬 터닝메카드,20160104,20160229,57,58727,58727,Y,내부
1,9,올림픽홀,올림픽홀,대중공연,2015 아이유 전국투어 콘서트,20151118,20151122,5,5500,5920,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,216 비스트 콘서트,20160225,20160229,5,13000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Korea Time World Festival,20160509,20160515,7,7000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,올리비아 뉴튼존 내한공연,20160513,20160514,2,5000,2433,N,내부
1,9,올림픽홀,올림픽홀,대중공연,현대백화점 슈퍼스테이지 - 해리포터 시네콘서트,20170502,20170503,2,3000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,블렌딩 코코 콘서트,20170421,20170422,2,3000,,N,내부
1,7,우리금융아트홀,제3체육관,대중공연,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,20170525,20170528,4,5300,8600,N,내부
1,7,우리금융아트홀,제3체육관,대중공연,뷰티풀 민트 라이프 (BML) 2017,20170511,20170514,4,1000,10000,N,내부
1,7,우리금융아트홀,제3체육관,대중공연,최은석의 취향저격 토크쇼-앵콜 콘서트,20170222,20170222,1,700,1059,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2017년 2월 팀훈련,20170201,20170228,,260,260,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,Rise For NEPAL Concert,20180215,20180216,2,2000,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,하스스톤 KOREA 인비테이셔널 2017,20180105,20180106,2,150,70,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,모모랜드 미디어 및 팬쇼케이스,20180103,20180103,1,200,250,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,어린이 뮤지컬 '엄마 까투리' 시즌2,20181002,20181104,34,30000,22988,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,RISE FOR NEPAL Concert,20180216,20180216,1,2000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,인순이 데뷔 40주년 기념 전국투어 콘서트 - 서울,20180329,20180331,3,2300,1690,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,파워레인저,20180716,20180902,49,12000,13791,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,2018 파크 뮤직 페스티벌,20180612,20180619,8,25000,22238,N,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,홍경민 9th 톡서트,20180329,20180401,4,792,668,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,Heaven in Arts,20171124,20171124,1,1000,,N,내부
1,19,평화의광장,평화의광장,공공행사,2017한성백제문화제,20170917,20170926,10,,,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,20180513,20180520,8,23000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2018 10CM 콘서트,20180113,20180114,4,6000,4005,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,TMT Show 2018,20180202,20180203,2,3000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,강동구청배 배드민턴대회,20180414,20180414,1,0,1000,N,내부
1,9,올림픽홀,올림픽홀,대중공연,Youtube Fanfest,20180222,20180226,5,3000,1404,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2018 JBJ 앵콜 콘서트,20180421,20180422,7,9000,7449,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 박진영 나쁜파티,20171204,20171210,7,8400,7029,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,세계케틀벨리프팅챔피언십대회,20171114,20171119,6,800,1800,N,내부
1,27,피크닉광장,피크닉광장,공공행사,폐암예방 걷기대회,20170908,20170908,1,500,100,N,외부
1,37,기타,기타,공공행사,서울어린이 더불어 큰 숲 놀이 한마당,20171018,20171018,1,500,500,N,외부
1,8,K-아트홀,K-아트홀,순수예술공연,모던태권도“킥스” 시즌Ⅱ,20170411,20170827,,15000,19229,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,제7회 전국학교예술교육페스티벌,20171016,20171019,4,1500,14980,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,국립오페라단 _평창문화올림픽 야외오페라 <동백꽃 아가씨>,20170807,20170829,23,8000,7456,N,외부
1,27,피크닉광장,피크닉광장,공공행사,가을소풍,20170915,20170915,1,300,,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 John Legend Live in Seoul (존 레전드 내한공연),20171107,20171109,3,4100,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,서태지 투어 콘서트,20171216,20171217,5,5000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2017 문화체육관광부장관배 전국학생바둑대회,20170624,20170625,2,1600,820,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 바이브 X 포맨 콘서트,20171219,20171225,7,15000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2017 넬 크리스마스 콘서트,20171223,20171224,4,5560,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 DJ.DOC 콘서트,20171230,20171231,6,3500,3764,N,내부
1,9,올림픽홀,올림픽홀,대중공연,샤이니 태민 첫 솔로 콘서트,20170821,20170827,5,7600,10445,N,내부
1,23,한얼광장,한얼광장,문화예술행사,2017 크레디아 파크콘서트,20170905,20170911,7,10000,,N,외부
1,23,한얼광장,한얼광장,문화예술행사,에드 시런 내한공연 2017(Ed Sheeran Live in Seoul 2017),20171025,20171030,6,10200,,N,외부
1,8,K-아트홀,K-아트홀,대중공연,2017 혁오 연말 콘서트,20171206,20171231,26,5423,5640,N,내부
1,19,평화의광장,평화의광장,공공행사,2017 서울명산트래킹 4차,20171014,20171014,1,1200,953,N,외부
1,9,올림픽홀,올림픽홀,대중공연,2017 컴패션밴드 콘서트 좋아요 콘서트,20171123,20171125,3,4000,,N,내부
1,8,K-아트홀,K-아트홀,순수예술공연,젊은 오광대전,20171203,20171203,1,250,235,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 터보 연말 콘서트 (가제),20171206,20171210,4,2600,,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,박정자 뮤직모놀로그,20160830,20160831,,,564,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제27회 송파구청장기 배드민턴대회,20170409,20170409,1,0,1000,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 마마무 콘서트 무지컬 - 앵콜,20170304,20170305,5,7000,9707,N,내부
1,7,우리금융아트홀,제3체육관,대중공연,인형발레 백조의 호수,20170102,20170212,,15620,,Y,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,안은미 안심댄스,20160901,20160911,,,1792,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,2016 예술인파견지원사업 성과보고회,20161212,20161212,1,0,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2017년 투빅 단독 콘서트 '투비기닝',20170225,20170225,1,389,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,제5회 Rat A Tat 정기연주회,20161124,20161124,1,100,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 국카스텐 Squall 콘서트,20170708,20170709,6,7000,5927,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 황치열 1st 단독 콘서트,20170708,20170709,4,5000,,N,내부
1,23,한얼광장,한얼광장,문화예술행사,그랜드 민트 페스티벌 2017 (Grand Mint Festival 2017),20171019,20171024,6,16000,,N,외부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2017년 3월 팀훈련,20170301,20170331,16,400,330,N,내부
1,19,평화의광장,평화의광장,공공행사,가정 나라사랑 실천 걷기대회,20170630,20170701,2,0,900,N,외부
1,9,올림픽홀,올림픽홀,대중공연,소녀시대 10주년 팬미팅,20170804,20170805,2,3000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,Eason Chen 내한공연,20171128,20171129,2,3027,,N,내부
1,10,뮤즈라이브,뮤즈라이브,순수예술공연,상주단체 협력프로그램 <세일즈맨의 죽음>,20170929,20170930,2,150,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제74회 전국종별선수권대회,20190415,20190423,,1000,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2019 서울 SK텔레콤국제그랑프리대회,20190424,20190429,6,1200,0,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Troye Sivan 첫 단독 내한 공연,20190425,20190427,3,7500,,,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,하현우 솔로음반 음감회,20181026,20181026,1,100,73,N,내부
1,9,올림픽홀,올림픽홀,대중공연,아스트로 3번째 팬미팅 (가),20190222,20190223,2,5900,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,공공행사,강동구청장기 배드민턴대회,20190623,20190623,1,2000,0,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제39회 서울시태권도협회장기 겸 태권도 경연대회,20190601,20190605,5,0,1250,N,내부
1,9,올림픽홀,올림픽홀,대중공연,노엘 갤러거 내한공연,20190518,20190520,3,8600,6850,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2019 RESFFECT 리스펙 PART.1,20190201,20190202,2,3800,,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤지컬 공룡메카드 앵콜,20190108,20190217,41,33170,,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤지컬 슈퍼잭,20190107,20190210,35,30000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,올댓 스케이트 2019 (All That Skate 2019),20190527,20190609,14,30000,24862,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,젠틀브레스위드뮤직2018(가칭),20190531,20190601,2,7000,,N,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,원케이 글로벌 피스 콘서트,20190228,20190303,4,10000,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,서울올림픽30주년기념 열린음악회,20180903,20180908,6,10000,10000,N,내부
1,9,올림픽홀,올림픽홀,대중공연,할시 내한공연,20191118,20191118,1,4000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2019년 전국체육대회,20190826,20191010,22,11000,11000,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2019년 전국 장애인체육대회,20191012,20191020,9,4000,3000,N,내부
1,33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2018,20180508,20180514,7,7000,,Y,외부
1,23,한얼광장,한얼광장,문화예술행사,패밀리페스티벌(가제),20180523,20180528,6,5000,,N,외부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2018년 5월 핸드볼팀 훈련,20180501,20180531,,600,440,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,시와 기타가 만나는소통과 희망 음악회,20181027,20181027,1,200,,N,내부
