DK_SS,DK_NAME,DK_BRIEF_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON,PLAN_YN,IO_GUBUN,Covid
21,88잔디마당,88잔디마당,문화예술행사,젠틀브레스위드뮤직2018(가칭),20190531,20190601,2,7000,,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,2018 멜로디 포레스트 캠프,20180904,20180909,6,15000,,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,패밀리페스티벌(가제),20180523,20180528,6,5000,13297,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,썸데이페스티벌 2018,20180905,20180909,5,7000,,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2018,20181015,20181022,8,11000,13508,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,2019 파크 뮤직 페스티벌,20190610,20190618,9,22000,22472,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,2020 서울 치맥 페스티벌,20200610,20200615,6,25000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,20200518,20200524,7,25000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,2020 멜로디 포레스트 페스티벌,20200824,20200830,7,24000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,2020 서울 파크 뮤직 페스티벌,20200831,20200907,8,30000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,World Peace Train-The Last Wall,20200530,20200609,11,80000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,2018 서울 스타라이트 뮤지컬 페스티벌,20181001,20181008,8,15000,,,외부,0
21,88잔디마당,88잔디마당,문화예술행사,WALKING WITH DINOSAURS,20200107,20200120,14,10000,,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2020 (BML 2020),20200512,20200517,6,18500,18500,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),20191014,20191021,8,20000,19029,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,제11회 파크콘서트 - 디즈니 인 콘서트,20200922,20200928,7,10000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2021,20210621,20210627,6,6000,7418,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE 2020,20201005,20201011,7,20000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,플레이그린 페스티벌,20201008,20201011,4,3000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,원더우먼페스티벌,20200902,20200906,5,10000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,20200928,20201004,7,25000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2020,20201019,20201025,7,18000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210524,20210530,7,21000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,2021 서울 파크 뮤직 페스티벌,20210621,20210627,7,12500,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210920,20210926,7,16500,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210920,20210926,7,16500,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210920,20210926,7,16500,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,2021 크레디아 파크콘서트,20210823,20210829,7,15000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,청춘페스티벌 2021 │ 존버는승리한다,20211006,20211010,5,5000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2021,20211018,20211024,7,6000,,N,외부,1
21,88잔디마당,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE  2022(슬로우 라이프 슬로우 라이브 2022) [복사본],20220405,20220405,1,45,,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,WONDERLAND FESTIVAL 2022,20220430,20220501,2,9000,3720,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2022,20220527,20220529,3,30000,,N,외부,0
21,88잔디마당,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2022,20220514,20220515,8,22500,17829,N,외부,0
33,88호수수변무대,88호수,문화예술행사,2019 파크 뮤직 페스티벌,20190613,20190616,4,30000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,20180513,20180520,8,23000,,Y,외부,0
33,88호수수변무대,88호수,문화예술행사,2018 파크 뮤직 페스티벌,20180612,20180619,8,25000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),20191014,20191020,7,8000,19029,N,외부,0
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2019,20190507,20190512,6,7000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,2019 방탄소년단 팬미팅(가제),20190620,20190623,4,16000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,우리춤우리가락 한마당,20180901,20180901,1,200,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2017 (Grand Mint Festival 2017),20171018,20171023,6,16000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018 [복사본],20180109,20180109,,23000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,20190521,20190527,7,23000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2017 (Beautigul Mint Life 2017),20170509,20170515,7,64600,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,이승환의 차카게살자 열일곱번째(가제),20171013,20171014,2,1100,1018,N,외부,0
33,88호수수변무대,88호수,문화예술행사,Happy B-Day Busking live,20180721,20180721,1,600,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2018,20180508,20180514,7,7000,,Y,외부,0
33,88호수수변무대,88호수,문화예술행사,2018 이승환 차카게살자 (가제),20180928,20180929,3,1100,1152,N,외부,0
33,88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2018,20181015,20181022,8,11000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,데이브레이크 콘서트 ‘Summer Madness 2020’,20200729,20200803,6,1600,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,20200519,20200524,6,25000,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2020 (BML 2020),20200512,20200517,6,18500,18500,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,20200929,20201004,6,25000,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2021,20210511,20210516,6,6000,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,평화통일 음악회,20201107,20201107,1,1000,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,2021 서울 파크 뮤직 페스티벌,20210624,20210627,4,12500,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210524,20210530,7,21000,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210920,20210926,7,16500,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210920,20210926,7,16500,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2021,20210920,20210926,7,16500,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,2020 서울 파크 뮤직 페스티벌,20200903,20200906,4,30000,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2021,20211018,20211024,7,6000,,,외부,1
33,88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2020,20201020,20201025,6,2800,,N,외부,1
33,88호수수변무대,88호수,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2022,20220527,20220529,3,15000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,제15회 서울재즈페스티벌(Seoul Jazz Festival) 2022,20220527,20220529,3,30000,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2022,20220510,20220515,6,5500,,N,외부,0
33,88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2022,20220510,20220515,6,5500,,,외부,0
8,K-아트홀,K-아트홀,문화예술행사,상주단체 공명 스페이스 뱀부 공연,20190705,20190706,3,,420,Y,내부,0
8,K-아트홀,K-아트홀,문화예술행사,그을린 사랑,20190708,20190810,34,,3353,Y,내부,0
8,K-아트홀,K-아트홀,문화예술행사,2018 범주&레이나 콘서트 “남과 여” ,20180824,20180826,3,760,1000,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,한음윈드오케스트라 기획공연  <친구>,20190222,20190222,1,350,256,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,굿파이터즈 자선 스포츠 대회,20171112,20171112,1,400,300,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,상주단체<청춘예찬>공연,20171030,20171105,7,1500,1253,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,대한태권도협회 시범단 신규 공연 쇼케이스,20181029,20181031,3,200,180,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,댕댕컨퍼런스,20180811,20180812,2,900,490,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,(사)대한태권도협회,20180103,20180226,56,21100,10773,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,상주단체<로미오와줄리엣>공연,20171113,20171126,14,0,1303,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,엘 만돌린 오케스트라 정기연주회,20181117,20181117,1,400,,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,e-스포츠 오버워치 컨텐더스 리그전,20180315,20180422,39,493,4242,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,가족뮤지컬 정글북,20170929,20170929,1,300,,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,2017 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,20171111,20171111,1,350,200,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,온앤오프 앨범발매 기자대상 쇼케이스,20190207,20190207,1,100,70,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,e-스포츠 오버워치 컨텐더스 리그,20180301,20180309,9,0,,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,모던태권도“킥스” 시즌Ⅱ,20170411,20170827,,15000,,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,2019-2020 PERFORMANCE OF THE YEAR,20191215,20191215,1,300,250,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,SHINSEGAE DUTY FREE 2020  Super Lucky Day with Seo Kang Jun (타이틀가제),20200215,20200215,1,200,,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,전국가족체육축전(요가),20200613,20200613,1,450,,N,내부,1
8,K-아트홀,K-아트홀,문화예술행사,창작뮤지컬 얼쑤,20200728,20200816,20,,,Y,내부,1
8,K-아트홀,K-아트홀,문화예술행사,창작 뮤지컬 얼쑤,20200728,20200816,20,,,Y,내부,1
8,K-아트홀,K-아트홀,문화예술행사,상주단체 공명 꿈 공연,20191128,20191130,3,,462,Y,내부,0
8,K-아트홀,K-아트홀,문화예술행사,2019 지현우 팬미팅,20191201,20191201,1,350,190,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,2019 KTA 태권도 품새 최강전,20190307,20190309,3,300,330,N,내부,0
8,K-아트홀,K-아트홀,문화예술행사,남사당과 함께하는 음악회,20201106,20201106,1,490,,N,내부,1
8,K-아트홀,K-아트홀,문화예술행사,위대한 놀이,20201130,20201202,3,183,,N,내부,1
8,K-아트홀,K-아트홀,문화예술행사,위대한 놀이,20201130,20201213,14,1000,,N,내부,1
8,K-아트홀,K-아트홀,문화예술행사,위대한 놀이,20201203,20201213,11,183,,N,내부,1
8,K-아트홀,K-아트홀,문화예술행사,스페셜 뮤직앤아트 페스티벌,20201215,20201216,2,100,,N,내부,1
37,기타,기타,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,20170526,20170529,4,23000,,N,외부,0
37,기타,기타,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,20180513,20180520,8,23000,,N,외부,0
37,기타,기타,문화예술행사,에너지 나눔 콘서트,20170825,20170827,3,4000,,N,외부,0
25,만남의광장,만남의광장,문화예술행사,2019 방탄소년단 팬미팅(가제),20190619,20190623,5,16000,,N,외부,0
25,만남의광장,만남의광장,문화예술행사,EXO 5번째 콘서트,20190715,20190729,15,75000,,N,외부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,KUSF 런앤런 페스티벌,20171118,20171118,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,찬란한 청춘의 성장기 &lt;Golden Youth&gt; 정규 앨범 1st 콘서트,20171202,20171202,1,150,,,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,재즈피아니스트 안라라의 재즈 in 가을,20171020,20171020,1,200,50,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,벅스TV vol.36 - 테이크,20180228,20180228,1,240,130,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"소리 모아, 마음 모아",20170923,20170923,1,198,161,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,테이크 콘서트,20170722,20170723,2,227,264,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,20171111,20171111,1,0,150,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 3회 공개방송,20181129,20181129,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,윤주희 2집앨범 <Mother Nature> 발매 기념 쇼케이스,20181221,20181221,1,190,128,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,박학기 콘서트 <계절학기>,20181208,20181208,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,케빈오 팬미팅,20190901,20190901,1,198,194,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,Sprit Fingers(가제),20180919,20180920,2,180,119,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,제 2 회 코쿤밴드 콘서트,20181127,20181127,1,300,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,스트리머 뮤직 콘서트,20181201,20181201,1,210,210,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,STS acoustic,20191109,20191109,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀  정기공연,20190720,20190720,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,슈퍼주니어 예성 음원 쇼케이스,20190618,20190618,1,237,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 2회 공개방송,20180628,20180628,1,200,110,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,2018 아이돌 COLOR 콘서트,20180427,20180527,31,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,밴드 '기프트' 단독 콘서트,20180601,20180601,1,220,200,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,Play the Guitar,20180908,20180908,1,200,130,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,CHORONG BIRTHDAY FANMEETING : RONG TIME NO SEE !,20190301,20190301,1,210,209,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,정민 2ND 콘서트(가제),20191101,20191103,3,600,314,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,케빈오 팬미팅,20190901,20190901,1,198,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,뮤즈 앤 재즈 라이브(Muse & Jazz Live) Vol.3,20170824,20170825,2,200,,Y,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"있는척, 아는척' <2019 서울문화재단 청년예술지원사업 최초예술지원 선정>",20191109,20191109,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,2018년 문화가있는날 청춘마이크 청년예술가 발대식 및 워크숍,20180322,20180322,1,200,100,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,NAEUN BIRTHDAY FANMEETING : The Naeun Day,20190209,20190209,1,210,206,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,색소폰 앙상블 2회 정기 연주회,20190405,20190405,1,200,148,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,2019 뮤직스트리머 콘서트,20191003,20191006,4,232,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,실크앙상블 창단 공연,20191228,20191228,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,김규종콘서트,20171216,20171225,10,0,603,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,벅스TV vol.33 - 슈가볼,20170922,20170922,1,240,195,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,제7회 전국학교예술교육페스티벌,20171016,20171019,4,200,800,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,이진아 연말 공연(가제),20181227,20181230,4,200,657,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"레이첼 야마가타 내한공연 'Songs, Stories, Solo' 서울 앵콜",20181111,20181111,1,237,233,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"있는척, 아는척' <2019 서울문화재단 청년예술지원사업 최초예술지원 선정>",20191109,20191109,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 공개방송,20180531,20180531,1,200,140,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,트리탑스 공연,20180624,20180624,1,180,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,배우 정소민 생일 팬미팅,20190309,20190309,1,200,174,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,2017 유승우콘서트,20170309,20170312,4,230,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,FIRE ROCK FESTIVAL,20170415,20170415,1,150,50,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,대한치과의사협회 밴드 연합 음악제 (치과의사 문화제),20171118,20171118,1,0,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,뮤즈 앤 재즈 라이브(Muse & Jazz Live) Vol.2 ,20170727,20170728,2,200,,Y,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,소울스타 크리스마스 콘서트,20181223,20181225,3,400,406,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,Re:alive Concert,20180728,20180728,1,200,193,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"우리,오랜날_ 배우 김현주 20주년 팬미팅",20171126,20171126,1,237,180,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 '라이브데이 3회' 공개방송,20180726,20180726,1,200,88,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드연합 음악제,20181110,20181110,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,앤씨아 앵콜 콘서트,20190215,20190217,3,200,235,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,20191116,20191116,1,150,157,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,The cabaret,20190725,20190725,1,237,180,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,윤딴딴 단독 콘서트 <딴칸방>,20170325,20170325,1,237,230,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,류세라 콘서트 봄b,20180309,20180310,1,180,350,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,페이브 연습생 팬미팅,20180224,20180224,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,EBS 스페이스 공감,20180221,20180222,1,200,155,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,서영은 두 번째 OST 콘서트,20171228,20171231,4,0,466,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,뮤즈 앤 재즈 라이브(Muse & Jazz Live) Vol.1,20170622,20170623,2,200,,Y,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,뮤즈 앤 재즈 라이브(Muse & Jazz Live) Vol.2,20170727,20170728,2,200,,Y,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,박학기 콘서트 <계절학기>,20181222,20181222,1,200,284,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 5회 공개방송,20181214,20181214,1,200,65,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,김희영 디딤-잊히고 싶지 않은 소리들,20181024,20181025,2,140,95,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,감정노동 힐링문화제,20181107,20181107,1,230,157,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,기타연주회 <플레이더기타>,20190907,20190907,1,150,180,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,젤리피쉬 소속 아티스트 앨범 기자 쇼케이스,20180709,20180710,2,200,180,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,20181103,20181103,1,150,156,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀 정기공연,20190601,20190601,1,200,135,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,하스스톤 KOREA 인비테이셔널 2017,20180105,20180106,2,150,70,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,모모랜드 미디어 및 팬쇼케이스,20180103,20180103,1,200,250,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,홍경민 9th 톡서트,20180329,20180401,4,792,668,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,하현우 솔로음반 음감회,20181026,20181026,1,100,73,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,시와 기타가 만나는소통과 희망 음악회,20181027,20181027,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,버든색소폰 콘서트,20180629,20180629,1,237,176,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"레트로펑키 첫 단독 콘서트 <1:AM, I’AM>",20180915,20180915,1,180,140,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,뮤지컬배우 윤형렬의 동행 콘서트,20190329,20190331,3,230,409,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,굿뉴스코 페스티벌,20180218,20180218,1,0,160,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,제6회 Rat A Tat 정기연주회,20171227,20171227,1,150,150,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,제6회 Rat A Tat 정기연주회,20171227,20171227,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,어! 라이브 콘서트 [A! Live Concert],20170729,20170729,1,200,112,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,저작권과 함께하는 페스티벌 - KMPF,20171108,20171112,5,0,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,실크앙상블 창단 공연,20191221,20191221,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,박학기콘서트<계절학기>,20191220,20191221,2,237,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,kt와 함께하는 무관중 온라인 라이브 공연,20200515,20200524,6,15,,N,내부,1
10,뮤즈라이브,뮤즈라이브,문화예술행사,제13회 아트 앤 뮤직 페스티벌,20200602,20200604,3,200,,N,내부,1
10,뮤즈라이브,뮤즈라이브,문화예술행사,어쿠스틱앙상블 재비 창단 10주년 콘서트 '뜬다',20191227,20191228,2,190,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,투머로우바이투게더 기자회견,20200619,20200620,2,200,,N,내부,1
10,뮤즈라이브,뮤즈라이브,문화예술행사,투머로우바이투게더 기자회견 및 콘서트 부대프로그램,20200619,20200621,3,200,,N,내부,1
10,뮤즈라이브,뮤즈라이브,문화예술행사,SHINSEGAE DUTY FREE 2019 Super Lucky Day with B1A4,20191130,20191130,1,237,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,ENOi 팬미팅 및 신곡공개,20191130,20191130,1,150,140,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,매풍(魅風),20191205,20191206,2,200,185,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,Life in Concert,20191122,20191123,2,198,266,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,플라스틱 아일랜드(Plastic lsland),20191213,20191214,2,200,190,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"세자전거 1번째 정규앨범 '춘,추' 발매 기념 콘서트",20191130,20191130,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,소리앤 잡가,20191208,20191208,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,사물놀이 한뫼 20주년 스물놀이 가잔다,20191207,20191207,1,100,165,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,안은경의 피리[절대 변하지 않는 것들],20200113,20200114,2,200,118,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,2018 자이로(Zairo) 콘서트,20180602,20180603,2,230,283,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,바리톤김주택 생일파티,20180729,20180729,1,237,220,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀 신규앨범 발매전 콘서트,20190323,20190323,1,200,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,정민 1st concet (가제),20190621,20190622,2,237,440,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,20200618,20200618,1,10,,,내부,1
10,뮤즈라이브,뮤즈라이브,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,20200627,20200627,1,120,,,내부,1
10,뮤즈라이브,뮤즈라이브,문화예술행사,3인3색 콘서트,20191117,20191117,1,230,150,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,박학기 콘서트 '계절학기',20171021,20171021,1,198,180,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,가수 박학기 단독콘서트,20170915,20170916,2,190,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,"왕십리프로젝트 밴드, 더 리사클스 밴드 합동공연",20171118,20171118,1,150,,N,내부,0
10,뮤즈라이브,뮤즈라이브,문화예술행사,오하영 팬미팅,20190720,20190720,1,210,224,N,내부,0
