,DK_SS,DK_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,JS_PERSON,end_day
4258,1,7,nan,문화예술행사,20180217,44576.0,Sat
4259,1,7,nan,문화예술행사,20180218,44576.0,Sun
4260,1,7,nan,문화예술행사,20180219,44576.0,Mon
4261,1,7,nan,문화예술행사,20180220,44576.0,Tue
4262,1,7,nan,문화예술행사,20180221,44576.0,Wed
4263,1,7,nan,문화예술행사,20180222,44576.0,Thu
4264,1,7,nan,문화예술행사,20180223,44576.0,Fri
4265,1,7,nan,문화예술행사,20180224,44576.0,Sat
4266,1,7,nan,문화예술행사,20180225,44576.0,Sun
4267,1,7,nan,문화예술행사,20180226,44576.0,Mon
4268,1,7,nan,문화예술행사,20180227,44576.0,Tue
4269,1,7,nan,문화예술행사,20180228,44576.0,Wed
4270,1,5,핸드볼경기장,문화예술행사,20171216,8000.0,Sat
4271,1,5,핸드볼경기장,문화예술행사,20171217,8000.0,Sun
4272,1,23,한얼광장,문화예술행사,20170510,64600.0,Wed
4273,1,23,한얼광장,문화예술행사,20170511,64600.0,Thu
4274,1,23,한얼광장,문화예술행사,20170512,64600.0,Fri
4275,1,23,한얼광장,문화예술행사,20170513,64600.0,Sat
4276,1,23,한얼광장,문화예술행사,20170514,64600.0,Sun
4277,1,23,한얼광장,문화예술행사,20170515,64600.0,Mon
4278,1,23,한얼광장,문화예술행사,20170808,8000.0,Tue
4279,1,23,한얼광장,문화예술행사,20170809,8000.0,Wed
4280,1,23,한얼광장,문화예술행사,20170810,8000.0,Thu
4281,1,23,한얼광장,문화예술행사,20170811,8000.0,Fri
4282,1,23,한얼광장,문화예술행사,20170812,8000.0,Sat
4283,1,23,한얼광장,문화예술행사,20170813,8000.0,Sun
4284,1,23,한얼광장,문화예술행사,20170814,8000.0,Mon
4285,1,23,한얼광장,문화예술행사,20170815,8000.0,Tue
4286,1,23,한얼광장,문화예술행사,20170816,8000.0,Wed
4287,1,23,한얼광장,문화예술행사,20170817,8000.0,Thu
4288,1,23,한얼광장,문화예술행사,20170818,8000.0,Fri
4289,1,23,한얼광장,문화예술행사,20170819,8000.0,Sat
4290,1,23,한얼광장,문화예술행사,20170820,8000.0,Sun
4291,1,23,한얼광장,문화예술행사,20170821,8000.0,Mon
4292,1,23,한얼광장,문화예술행사,20170822,8000.0,Tue
4293,1,23,한얼광장,문화예술행사,20170823,8000.0,Wed
4294,1,23,한얼광장,문화예술행사,20170824,8000.0,Thu
4295,1,23,한얼광장,문화예술행사,20170825,8000.0,Fri
4296,1,23,한얼광장,문화예술행사,20170826,8000.0,Sat
4297,1,23,한얼광장,문화예술행사,20170827,8000.0,Sun
4298,1,23,한얼광장,문화예술행사,20170828,8000.0,Mon
4299,1,23,한얼광장,문화예술행사,20170829,8000.0,Tue
4300,1,9,올림픽홀,대중공연,20170217,2500.0,Fri
4301,1,9,올림픽홀,대중공연,20170218,2500.0,Sat
4302,1,5,핸드볼경기장,문화예술행사,20170422,5000.0,Sat
4303,1,5,핸드볼경기장,문화예술행사,20170423,5000.0,Sun
4304,1,9,올림픽홀,대중공연,20170526,2100.0,Fri
4305,1,5,핸드볼경기장,문화예술행사,20170715,3500.0,Sat
4306,1,5,핸드볼경기장,문화예술행사,20170716,3500.0,Sun
4307,1,9,올림픽홀,대중공연,20170623,2500.0,Fri
4308,1,9,올림픽홀,대중공연,20170624,2500.0,Sat
4309,1,9,올림픽홀,대중공연,20170625,2500.0,Sun
4310,1,9,올림픽홀,대중공연,20170419,8000.0,Wed
4311,1,9,올림픽홀,대중공연,20170420,8000.0,Thu
4312,1,9,올림픽홀,대중공연,20170421,8000.0,Fri
4313,1,9,올림픽홀,대중공연,20170422,8000.0,Sat
4314,1,9,올림픽홀,대중공연,20170419,8000.0,Wed
4315,1,9,올림픽홀,대중공연,20170420,8000.0,Thu
4316,1,9,올림픽홀,대중공연,20170421,8000.0,Fri
4317,1,9,올림픽홀,대중공연,20170422,8000.0,Sat
4318,1,3,제1체육관,문화예술행사,20190426,8000.0,Fri
4319,1,3,제1체육관,문화예술행사,20190427,8000.0,Sat
4320,1,9,올림픽홀,대중공연,20190430,2700.0,Tue
4321,1,7,제3체육관,대중공연,20181120,1000.0,Tue
4322,1,7,제3체육관,대중공연,20181121,1000.0,Wed
4323,1,7,제3체육관,대중공연,20181122,1000.0,Thu
4324,1,7,제3체육관,대중공연,20181123,1000.0,Fri
4325,1,7,제3체육관,대중공연,20181124,1000.0,Sat
4326,1,7,제3체육관,대중공연,20181125,1000.0,Sun
4327,1,7,제3체육관,문화예술행사,20190108,72000.0,Tue
4328,1,7,제3체육관,문화예술행사,20190109,72000.0,Wed
4329,1,7,제3체육관,문화예술행사,20190110,72000.0,Thu
4330,1,7,제3체육관,문화예술행사,20190111,72000.0,Fri
4331,1,7,제3체육관,문화예술행사,20190112,72000.0,Sat
4332,1,7,제3체육관,문화예술행사,20190113,72000.0,Sun
4333,1,7,제3체육관,문화예술행사,20190114,72000.0,Mon
4334,1,7,제3체육관,문화예술행사,20190115,72000.0,Tue
4335,1,7,제3체육관,문화예술행사,20190116,72000.0,Wed
4336,1,7,제3체육관,문화예술행사,20190117,72000.0,Thu
4337,1,7,제3체육관,문화예술행사,20190118,72000.0,Fri
4338,1,7,제3체육관,문화예술행사,20190119,72000.0,Sat
4339,1,7,제3체육관,문화예술행사,20190120,72000.0,Sun
4340,1,7,제3체육관,문화예술행사,20190121,72000.0,Mon
4341,1,7,제3체육관,문화예술행사,20190122,72000.0,Tue
4342,1,7,제3체육관,문화예술행사,20190123,72000.0,Wed
4343,1,7,제3체육관,문화예술행사,20190124,72000.0,Thu
4344,1,7,제3체육관,문화예술행사,20190125,72000.0,Fri
4345,1,7,제3체육관,문화예술행사,20190126,72000.0,Sat
4346,1,7,제3체육관,문화예술행사,20190127,72000.0,Sun
4347,1,7,제3체육관,문화예술행사,20190128,72000.0,Mon
4348,1,7,제3체육관,문화예술행사,20190129,72000.0,Tue
4349,1,7,제3체육관,문화예술행사,20190130,72000.0,Wed
4350,1,7,제3체육관,문화예술행사,20190131,72000.0,Thu
4351,1,7,제3체육관,문화예술행사,20190201,72000.0,Fri
4352,1,7,제3체육관,문화예술행사,20190202,72000.0,Sat
4353,1,7,제3체육관,문화예술행사,20190203,72000.0,Sun
4354,1,7,제3체육관,문화예술행사,20190204,72000.0,Mon
4355,1,7,제3체육관,문화예술행사,20190205,72000.0,Tue
4356,1,7,제3체육관,문화예술행사,20190206,72000.0,Wed
4357,1,7,제3체육관,문화예술행사,20190207,72000.0,Thu
4358,1,7,제3체육관,문화예술행사,20190208,72000.0,Fri
4359,1,7,제3체육관,문화예술행사,20190209,72000.0,Sat
4360,1,7,제3체육관,문화예술행사,20190210,72000.0,Sun
4361,1,7,제3체육관,문화예술행사,20190211,72000.0,Mon
4362,1,7,제3체육관,문화예술행사,20190212,72000.0,Tue
4363,1,7,제3체육관,문화예술행사,20190213,72000.0,Wed
4364,1,7,제3체육관,문화예술행사,20190214,72000.0,Thu
4365,1,7,제3체육관,문화예술행사,20190215,72000.0,Fri
4366,1,7,제3체육관,문화예술행사,20190216,72000.0,Sat
4367,1,7,제3체육관,문화예술행사,20190217,72000.0,Sun
4368,1,7,제3체육관,문화예술행사,20190218,72000.0,Mon
4369,1,7,제3체육관,문화예술행사,20190219,72000.0,Tue
4370,1,7,제3체육관,문화예술행사,20190220,72000.0,Wed
4371,1,7,제3체육관,문화예술행사,20190221,72000.0,Thu
4372,1,7,제3체육관,문화예술행사,20190222,72000.0,Fri
4373,1,7,제3체육관,문화예술행사,20190223,72000.0,Sat
4374,1,7,제3체육관,문화예술행사,20190224,72000.0,Sun
4375,1,9,올림픽홀,문화예술행사,20190209,7600.0,Sat
4376,1,9,올림픽홀,문화예술행사,20190210,7600.0,Sun
4377,1,9,올림픽홀,문화예술행사,20190211,7600.0,Mon
4378,1,33,88호수,문화예술행사,20190614,30000.0,Fri
4379,1,33,88호수,문화예술행사,20190615,30000.0,Sat
4380,1,33,88호수,문화예술행사,20190616,30000.0,Sun
4381,1,9,올림픽홀,문화예술행사,20180903,2500.0,Mon
4382,1,9,올림픽홀,문화예술행사,20180904,2500.0,Tue
4383,1,3,제1체육관,문화예술행사,20181003,10000.0,Wed
4384,1,3,제1체육관,문화예술행사,20181004,10000.0,Thu
4385,1,3,제1체육관,문화예술행사,20181005,10000.0,Fri
4386,1,3,제1체육관,문화예술행사,20181006,10000.0,Sat
4387,1,3,제1체육관,문화예술행사,20181113,13000.0,Tue
4388,1,3,제1체육관,문화예술행사,20181114,13000.0,Wed
4389,1,3,제1체육관,문화예술행사,20181115,13000.0,Thu
4390,1,3,제1체육관,문화예술행사,20181116,13000.0,Fri
4391,1,3,제1체육관,문화예술행사,20181117,13000.0,Sat
4392,1,3,제1체육관,문화예술행사,20181118,13000.0,Sun
4393,1,21,88잔디마당,문화예술행사,20181004,0.0,Thu
4394,1,21,88잔디마당,문화예술행사,20181005,0.0,Fri
4395,1,21,88잔디마당,문화예술행사,20181006,0.0,Sat
4396,1,3,제1체육관,문화예술행사,20180926,8000.0,Wed
4397,1,3,제1체육관,문화예술행사,20180927,8000.0,Thu
4398,1,3,제1체육관,문화예술행사,20180928,8000.0,Fri
4399,1,3,제1체육관,문화예술행사,20180929,8000.0,Sat
4400,1,9,올림픽홀,대중공연,20181123,2500.0,Fri
4401,1,9,올림픽홀,대중공연,20181124,2500.0,Sat
4402,1,9,올림픽홀,대중공연,20181125,2500.0,Sun
4403,1,25,만남의광장,공공행사,20181005,6000.0,Fri
4404,1,25,만남의광장,공공행사,20181006,6000.0,Sat
4405,1,25,만남의광장,공공행사,20181007,6000.0,Sun
4406,1,3,제1체육관,문화예술행사,20190726,9859.0,Fri
4407,1,3,제1체육관,문화예술행사,20190727,9859.0,Sat
4408,1,3,제1체육관,문화예술행사,20190728,9859.0,Sun
4409,1,3,제1체육관,문화예술행사,20190729,9859.0,Mon
4410,1,8,K-아트홀,대중공연,20191101,3040.0,Fri
4411,1,8,K-아트홀,대중공연,20191102,3040.0,Sat
4412,1,8,K-아트홀,대중공연,20191103,3040.0,Sun
4413,1,8,K-아트홀,대중공연,20191104,3040.0,Mon
4414,1,8,K-아트홀,대중공연,20191105,3040.0,Tue
4415,1,8,K-아트홀,대중공연,20191106,3040.0,Wed
4416,1,8,K-아트홀,대중공연,20191107,3040.0,Thu
4417,1,8,K-아트홀,대중공연,20191108,3040.0,Fri
4418,1,8,K-아트홀,대중공연,20191109,3040.0,Sat
4419,1,8,K-아트홀,대중공연,20191110,3040.0,Sun
4420,1,8,K-아트홀,대중공연,20191111,3040.0,Mon
4421,1,8,K-아트홀,대중공연,20191112,3040.0,Tue
4422,1,8,K-아트홀,대중공연,20191113,3040.0,Wed
4423,1,8,K-아트홀,대중공연,20191114,3040.0,Thu
4424,1,8,K-아트홀,대중공연,20191115,3040.0,Fri
4425,1,8,K-아트홀,대중공연,20191116,3040.0,Sat
4426,1,8,K-아트홀,대중공연,20191117,3040.0,Sun
4427,1,8,K-아트홀,대중공연,20191118,3040.0,Mon
4428,1,8,K-아트홀,대중공연,20191119,3040.0,Tue
4429,1,8,K-아트홀,대중공연,20191120,3040.0,Wed
4430,1,8,K-아트홀,대중공연,20191121,3040.0,Thu
4431,1,8,K-아트홀,대중공연,20191122,3040.0,Fri
4432,1,8,K-아트홀,대중공연,20191123,3040.0,Sat
4433,1,8,K-아트홀,대중공연,20191124,3040.0,Sun
4434,1,5,핸드볼경기장,공공행사,20190911,5000.0,Wed
4435,1,5,핸드볼경기장,공공행사,20190912,5000.0,Thu
4436,1,25,만남의광장,문화예술행사,20190620,16000.0,Thu
4437,1,25,만남의광장,문화예술행사,20190621,16000.0,Fri
4438,1,25,만남의광장,문화예술행사,20190622,16000.0,Sat
4439,1,25,만남의광장,문화예술행사,20190623,16000.0,Sun
4440,1,33,88호수,문화예술행사,20180514,23000.0,Mon
4441,1,33,88호수,문화예술행사,20180515,23000.0,Tue
4442,1,33,88호수,문화예술행사,20180516,23000.0,Wed
4443,1,33,88호수,문화예술행사,20180517,23000.0,Thu
4444,1,33,88호수,문화예술행사,20180518,23000.0,Fri
4445,1,33,88호수,문화예술행사,20180519,23000.0,Sat
4446,1,33,88호수,문화예술행사,20180520,23000.0,Sun
4447,1,21,88잔디마당,문화예술행사,20180514,23000.0,Mon
4448,1,21,88잔디마당,문화예술행사,20180515,23000.0,Tue
4449,1,21,88잔디마당,문화예술행사,20180516,23000.0,Wed
4450,1,21,88잔디마당,문화예술행사,20180517,23000.0,Thu
4451,1,21,88잔디마당,문화예술행사,20180518,23000.0,Fri
4452,1,21,88잔디마당,문화예술행사,20180519,23000.0,Sat
4453,1,21,88잔디마당,문화예술행사,20180520,23000.0,Sun
4454,1,33,88호수,문화예술행사,20180613,25000.0,Wed
4455,1,33,88호수,문화예술행사,20180614,25000.0,Thu
4456,1,33,88호수,문화예술행사,20180615,25000.0,Fri
4457,1,33,88호수,문화예술행사,20180616,25000.0,Sat
4458,1,33,88호수,문화예술행사,20180617,25000.0,Sun
4459,1,33,88호수,문화예술행사,20180618,25000.0,Mon
4460,1,33,88호수,문화예술행사,20180619,25000.0,Tue
4461,1,9,올림픽홀,대중공연,20181124,2500.0,Sat
4462,1,5,핸드볼경기장,문화예술행사,20180710,12000.0,Tue
4463,1,5,핸드볼경기장,문화예술행사,20180711,12000.0,Wed
4464,1,5,핸드볼경기장,문화예술행사,20180712,12000.0,Thu
4465,1,37,기타,공공행사,20200101,10000.0,Wed
4466,1,9,올림픽홀,대중공연,20180914,3500.0,Fri
4467,1,9,올림픽홀,문화예술행사,20181229,3000.0,Sat
4468,1,9,올림픽홀,문화예술행사,20181231,3000.0,Mon
4469,1,9,올림픽홀,문화예술행사,20180828,3500.0,Tue
4470,1,9,올림픽홀,문화예술행사,20180829,3500.0,Wed
4471,1,10,뮤즈라이브,문화예술행사,20180428,200.0,Sat
4472,1,10,뮤즈라이브,문화예술행사,20180429,200.0,Sun
4473,1,10,뮤즈라이브,문화예술행사,20180430,200.0,Mon
4474,1,10,뮤즈라이브,문화예술행사,20180501,200.0,Tue
4475,1,10,뮤즈라이브,문화예술행사,20180502,200.0,Wed
4476,1,10,뮤즈라이브,문화예술행사,20180503,200.0,Thu
4477,1,10,뮤즈라이브,문화예술행사,20180504,200.0,Fri
4478,1,10,뮤즈라이브,문화예술행사,20180505,200.0,Sat
4479,1,10,뮤즈라이브,문화예술행사,20180506,200.0,Sun
4480,1,10,뮤즈라이브,문화예술행사,20180507,200.0,Mon
4481,1,10,뮤즈라이브,문화예술행사,20180508,200.0,Tue
4482,1,10,뮤즈라이브,문화예술행사,20180509,200.0,Wed
4483,1,10,뮤즈라이브,문화예술행사,20180510,200.0,Thu
4484,1,10,뮤즈라이브,문화예술행사,20180511,200.0,Fri
4485,1,10,뮤즈라이브,문화예술행사,20180512,200.0,Sat
4486,1,10,뮤즈라이브,문화예술행사,20180513,200.0,Sun
4487,1,10,뮤즈라이브,문화예술행사,20180514,200.0,Mon
4488,1,10,뮤즈라이브,문화예술행사,20180515,200.0,Tue
4489,1,10,뮤즈라이브,문화예술행사,20180516,200.0,Wed
4490,1,10,뮤즈라이브,문화예술행사,20180517,200.0,Thu
4491,1,10,뮤즈라이브,문화예술행사,20180518,200.0,Fri
4492,1,10,뮤즈라이브,문화예술행사,20180519,200.0,Sat
4493,1,10,뮤즈라이브,문화예술행사,20180520,200.0,Sun
4494,1,10,뮤즈라이브,문화예술행사,20180521,200.0,Mon
4495,1,10,뮤즈라이브,문화예술행사,20180522,200.0,Tue
4496,1,10,뮤즈라이브,문화예술행사,20180523,200.0,Wed
4497,1,10,뮤즈라이브,문화예술행사,20180524,200.0,Thu
4498,1,10,뮤즈라이브,문화예술행사,20180525,200.0,Fri
4499,1,10,뮤즈라이브,문화예술행사,20180526,200.0,Sat
4500,1,10,뮤즈라이브,문화예술행사,20180527,200.0,Sun
4501,1,9,올림픽홀,문화예술행사,20180907,7000.0,Fri
4502,1,9,올림픽홀,문화예술행사,20180908,7000.0,Sat
4503,1,9,올림픽홀,문화예술행사,20180909,7000.0,Sun
4504,1,5,핸드볼경기장,문화예술행사,20180830,3000.0,Thu
4505,1,5,핸드볼경기장,문화예술행사,20180831,3000.0,Fri
4506,1,5,핸드볼경기장,문화예술행사,20181223,10500.0,Sun
4507,1,5,핸드볼경기장,공공행사,20180918,0.0,Tue
4508,1,9,올림픽홀,문화예술행사,20190718,3200.0,Thu
4509,1,15,벨로드롬,문화예술행사,20191022,11000.0,Tue
4510,1,15,벨로드롬,문화예술행사,20191023,11000.0,Wed
4511,1,15,벨로드롬,문화예술행사,20191024,11000.0,Thu
4512,1,15,벨로드롬,문화예술행사,20191025,11000.0,Fri
4513,1,15,벨로드롬,문화예술행사,20191026,11000.0,Sat
4514,1,15,벨로드롬,문화예술행사,20191027,11000.0,Sun
4515,1,15,벨로드롬,문화예술행사,20191028,11000.0,Mon
4516,1,21,88잔디마당,문화예술행사,20190903,76000.0,Tue
4517,1,21,88잔디마당,문화예술행사,20190904,76000.0,Wed
4518,1,21,88잔디마당,문화예술행사,20190905,76000.0,Thu
4519,1,21,88잔디마당,문화예술행사,20190906,76000.0,Fri
4520,1,21,88잔디마당,문화예술행사,20190907,76000.0,Sat
4521,1,21,88잔디마당,문화예술행사,20190908,76000.0,Sun
4522,1,9,올림픽홀,문화예술행사,20190714,2500.0,Sun
4523,1,3,제1체육관,문화예술행사,20190804,12000.0,Sun
4524,1,3,제1체육관,문화예술행사,20190805,12000.0,Mon
4525,1,3,제1체육관,문화예술행사,20190806,12000.0,Tue
4526,1,3,제1체육관,문화예술행사,20190807,12000.0,Wed
4527,1,3,제1체육관,문화예술행사,20190808,12000.0,Thu
4528,1,3,제1체육관,문화예술행사,20190809,12000.0,Fri
4529,1,3,제1체육관,문화예술행사,20190810,12000.0,Sat
4530,1,3,제1체육관,문화예술행사,20190811,12000.0,Sun
4531,1,3,제1체육관,문화예술행사,20190726,10000.0,Fri
4532,1,3,제1체육관,문화예술행사,20190727,10000.0,Sat
4533,1,3,제1체육관,문화예술행사,20190728,10000.0,Sun
4534,1,5,핸드볼경기장,공공행사,20190603,1500.0,Mon
4535,1,5,핸드볼경기장,공공행사,20190604,1500.0,Tue
4536,1,5,핸드볼경기장,공공행사,20190605,1500.0,Wed
4537,1,5,핸드볼경기장,공공행사,20190606,1500.0,Thu
4538,1,3,제1체육관,공공행사,20190910,12000.0,Tue
4539,1,9,올림픽홀,문화예술행사,20191029,2000.0,Tue
4540,1,9,올림픽홀,문화예술행사,20191030,2000.0,Wed
4541,1,7,제3체육관,대중공연,20191014,1100.0,Mon
4542,1,7,제3체육관,대중공연,20191015,1100.0,Tue
4543,1,7,제3체육관,대중공연,20191016,1100.0,Wed
4544,1,7,제3체육관,대중공연,20191017,1100.0,Thu
4545,1,7,제3체육관,대중공연,20191018,1100.0,Fri
4546,1,7,제3체육관,대중공연,20191019,1100.0,Sat
4547,1,7,제3체육관,대중공연,20191020,1100.0,Sun
4548,1,7,제3체육관,대중공연,20191021,1100.0,Mon
4549,1,7,제3체육관,대중공연,20191022,1100.0,Tue
4550,1,7,제3체육관,대중공연,20191023,1100.0,Wed
4551,1,7,제3체육관,대중공연,20191024,1100.0,Thu
4552,1,7,제3체육관,대중공연,20191025,1100.0,Fri
4553,1,7,제3체육관,대중공연,20191026,1100.0,Sat
4554,1,7,제3체육관,대중공연,20191027,1100.0,Sun
4555,1,7,제3체육관,대중공연,20191028,1100.0,Mon
4556,1,7,제3체육관,대중공연,20191029,1100.0,Tue
4557,1,7,제3체육관,대중공연,20191030,1100.0,Wed
4558,1,7,제3체육관,대중공연,20191031,1100.0,Thu
4559,1,7,제3체육관,대중공연,20191101,1100.0,Fri
4560,1,7,제3체육관,대중공연,20191102,1100.0,Sat
4561,1,7,제3체육관,대중공연,20191103,1100.0,Sun
4562,1,7,제3체육관,대중공연,20191104,1100.0,Mon
4563,1,7,제3체육관,대중공연,20191105,1100.0,Tue
4564,1,7,제3체육관,대중공연,20191106,1100.0,Wed
4565,1,7,제3체육관,대중공연,20191107,1100.0,Thu
4566,1,7,제3체육관,대중공연,20191108,1100.0,Fri
4567,1,7,제3체육관,대중공연,20191109,1100.0,Sat
4568,1,7,제3체육관,대중공연,20191110,1100.0,Sun
4569,1,7,제3체육관,대중공연,20191111,1100.0,Mon
4570,1,7,제3체육관,대중공연,20191112,1100.0,Tue
4571,1,7,제3체육관,대중공연,20191113,1100.0,Wed
4572,1,7,제3체육관,대중공연,20191114,1100.0,Thu
4573,1,7,제3체육관,대중공연,20191115,1100.0,Fri
4574,1,7,제3체육관,대중공연,20191116,1100.0,Sat
4575,1,7,제3체육관,대중공연,20191117,1100.0,Sun
4576,1,7,제3체육관,대중공연,20191118,1100.0,Mon
4577,1,7,제3체육관,대중공연,20191119,1100.0,Tue
4578,1,7,제3체육관,대중공연,20191120,1100.0,Wed
4579,1,7,제3체육관,대중공연,20191121,1100.0,Thu
4580,1,7,제3체육관,대중공연,20191122,1100.0,Fri
4581,1,7,제3체육관,대중공연,20191123,1100.0,Sat
4582,1,7,제3체육관,대중공연,20191124,1100.0,Sun
4583,1,7,제3체육관,대중공연,20191125,1100.0,Mon
4584,1,7,제3체육관,대중공연,20191126,1100.0,Tue
4585,1,7,제3체육관,대중공연,20191127,1100.0,Wed
4586,1,7,제3체육관,대중공연,20191128,1100.0,Thu
4587,1,7,제3체육관,대중공연,20191129,1100.0,Fri
4588,1,7,제3체육관,대중공연,20191130,1100.0,Sat
4589,1,7,제3체육관,대중공연,20191201,1100.0,Sun
4590,1,7,nan,문화예술행사,20190813,1100.0,Tue
4591,1,7,nan,문화예술행사,20190814,1100.0,Wed
4592,1,7,nan,문화예술행사,20190815,1100.0,Thu
4593,1,7,nan,문화예술행사,20190816,1100.0,Fri
4594,1,7,nan,문화예술행사,20190817,1100.0,Sat
4595,1,7,nan,문화예술행사,20190818,1100.0,Sun
4596,1,7,nan,문화예술행사,20190819,1100.0,Mon
4597,1,7,nan,문화예술행사,20190820,1100.0,Tue
4598,1,7,nan,문화예술행사,20190821,1100.0,Wed
4599,1,7,nan,문화예술행사,20190822,1100.0,Thu
4600,1,7,nan,문화예술행사,20190823,1100.0,Fri
4601,1,7,nan,문화예술행사,20190824,1100.0,Sat
4602,1,7,nan,문화예술행사,20190825,1100.0,Sun
4603,1,7,nan,문화예술행사,20190826,1100.0,Mon
4604,1,7,nan,문화예술행사,20190827,1100.0,Tue
4605,1,7,nan,문화예술행사,20190828,1100.0,Wed
4606,1,7,nan,문화예술행사,20190829,1100.0,Thu
4607,1,7,nan,문화예술행사,20190830,1100.0,Fri
4608,1,7,nan,문화예술행사,20190831,1100.0,Sat
4609,1,7,nan,문화예술행사,20190901,1100.0,Sun
4610,1,7,nan,문화예술행사,20190902,1100.0,Mon
4611,1,7,nan,문화예술행사,20190903,1100.0,Tue
4612,1,7,nan,문화예술행사,20190904,1100.0,Wed
4613,1,7,nan,문화예술행사,20190905,1100.0,Thu
4614,1,7,nan,문화예술행사,20190906,1100.0,Fri
4615,1,7,nan,문화예술행사,20190907,1100.0,Sat
4616,1,7,nan,문화예술행사,20190908,1100.0,Sun
4617,1,7,nan,문화예술행사,20190909,1100.0,Mon
4618,1,7,nan,문화예술행사,20190910,1100.0,Tue
4619,1,7,nan,문화예술행사,20190911,1100.0,Wed
4620,1,7,nan,문화예술행사,20190912,1100.0,Thu
4621,1,7,nan,문화예술행사,20190913,1100.0,Fri
4622,1,7,nan,문화예술행사,20190914,1100.0,Sat
4623,1,7,nan,문화예술행사,20190915,1100.0,Sun
4624,1,7,nan,문화예술행사,20190916,1100.0,Mon
4625,1,7,nan,문화예술행사,20190917,1100.0,Tue
4626,1,7,nan,문화예술행사,20190918,1100.0,Wed
4627,1,7,nan,문화예술행사,20190919,1100.0,Thu
4628,1,7,nan,문화예술행사,20190920,1100.0,Fri
4629,1,7,nan,문화예술행사,20190921,1100.0,Sat
4630,1,7,nan,문화예술행사,20190922,1100.0,Sun
4631,1,7,nan,문화예술행사,20190923,1100.0,Mon
4632,1,7,nan,문화예술행사,20190924,1100.0,Tue
4633,1,7,nan,문화예술행사,20190925,1100.0,Wed
4634,1,7,nan,문화예술행사,20190926,1100.0,Thu
4635,1,7,nan,문화예술행사,20190927,1100.0,Fri
4636,1,7,nan,문화예술행사,20190928,1100.0,Sat
4637,1,7,nan,문화예술행사,20190929,1100.0,Sun
4638,1,7,nan,문화예술행사,20190930,1100.0,Mon
4639,1,10,뮤즈라이브,문화예술행사,20170825,200.0,Fri
4640,1,8,K-아트홀,순수예술공연,20171017,1400.0,Tue
4641,1,8,K-아트홀,순수예술공연,20171018,1400.0,Wed
4642,1,8,K-아트홀,순수예술공연,20171019,1400.0,Thu
4643,1,8,K-아트홀,순수예술공연,20171020,1400.0,Fri
4644,1,8,K-아트홀,순수예술공연,20171021,1400.0,Sat
4645,1,8,K-아트홀,순수예술공연,20171022,1400.0,Sun
4646,1,3,제1체육관,문화예술행사,20190113,16000.0,Sun
4647,1,33,88호수,문화예술행사,20190508,7000.0,Wed
4648,1,33,88호수,문화예술행사,20190509,7000.0,Thu
4649,1,33,88호수,문화예술행사,20190510,7000.0,Fri
4650,1,33,88호수,문화예술행사,20190511,7000.0,Sat
4651,1,33,88호수,문화예술행사,20190512,7000.0,Sun
4652,1,33,88호수,문화예술행사,20190621,16000.0,Fri
4653,1,33,88호수,문화예술행사,20190622,16000.0,Sat
4654,1,33,88호수,문화예술행사,20190623,16000.0,Sun
4655,1,3,제1체육관,문화예술행사,20181016,11000.0,Tue
4656,1,3,제1체육관,문화예술행사,20181017,11000.0,Wed
4657,1,3,제1체육관,문화예술행사,20181018,11000.0,Thu
4658,1,3,제1체육관,문화예술행사,20181019,11000.0,Fri
4659,1,3,제1체육관,문화예술행사,20181020,11000.0,Sat
4660,1,3,제1체육관,문화예술행사,20181021,11000.0,Sun
4661,1,3,제1체육관,문화예술행사,20181030,12000.0,Tue
4662,1,3,제1체육관,문화예술행사,20181031,12000.0,Wed
4663,1,3,제1체육관,문화예술행사,20181101,12000.0,Thu
4664,1,3,제1체육관,문화예술행사,20181102,12000.0,Fri
4665,1,3,제1체육관,문화예술행사,20181103,12000.0,Sat
4666,1,3,제1체육관,문화예술행사,20181104,12000.0,Sun
4667,1,3,제1체육관,문화예술행사,20181105,12000.0,Mon
4668,1,7,제3체육관,문화예술행사,20180102,57300.0,Tue
4669,1,7,제3체육관,문화예술행사,20180103,57300.0,Wed
4670,1,7,제3체육관,문화예술행사,20180104,57300.0,Thu
4671,1,7,제3체육관,문화예술행사,20180105,57300.0,Fri
4672,1,7,제3체육관,문화예술행사,20180106,57300.0,Sat
4673,1,7,제3체육관,문화예술행사,20180107,57300.0,Sun
4674,1,7,제3체육관,문화예술행사,20180108,57300.0,Mon
4675,1,7,제3체육관,문화예술행사,20180109,57300.0,Tue
4676,1,7,제3체육관,문화예술행사,20180110,57300.0,Wed
4677,1,7,제3체육관,문화예술행사,20180111,57300.0,Thu
4678,1,7,제3체육관,문화예술행사,20180112,57300.0,Fri
4679,1,7,제3체육관,문화예술행사,20180113,57300.0,Sat
4680,1,7,제3체육관,문화예술행사,20180114,57300.0,Sun
4681,1,9,올림픽홀,문화예술행사,20180901,5000.0,Sat
4682,1,9,올림픽홀,문화예술행사,20180707,2800.0,Sat
4683,1,5,핸드볼경기장,문화예술행사,20180706,3300.0,Fri
4684,1,5,핸드볼경기장,문화예술행사,20180707,3300.0,Sat
4685,1,8,K-아트홀,순수예술공연,20180818,300.0,Sat
4686,1,8,K-아트홀,순수예술공연,20180819,300.0,Sun
4687,1,3,제1체육관,문화예술행사,20181021,8020.0,Sun
